City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Cafarnaum,BR,2021-07-19 23:09:49,-11.6936,-41.4683,70.16,49,2,7.76
296,Yumen,CN,2021-07-19 23:09:49,40.2833,97.2,74.19,28,67,6.35
297,Bataipora,BR,2021-07-19 23:09:50,-22.2953,-53.2711,46.98,45,94,5.32
298,Plettenberg Bay,ZA,2021-07-19 23:09:50,-34.0527,23.3716,57.94,84,100,6.76
299,Sebeta,ET,2021-07-19 23:09:50,8.9167,38.6167,55.76,94,81,2.1
300,Sambava,MG,2021-07-19 23:09:51,-14.2667,50.1667,71.44,85,77,12.44
301,Souillac,MU,2021-07-19 23:09:51,-20.5167,57.5167,70.36,69,11,19.33
302,Yar-Sale,RU,2021-07-19 23:09:51,66.8333,70.8333,52.27,77,32,10.13
303,Kavieng,PG,2021-07-19 23:09:51,-2.5744,150.7967,81.41,79,100,10.29
304,Hasaki,JP,2021-07-19 23:09:52,35.7333,140.8333,82.29,79,7,7.2
305,Rajampet,IN,2021-07-19 23:09:52,14.1833,79.1667,79.48,69,79,14.83
306,Rabo De Peixe,PT,2021-07-19 23:09:52,37.8,-25.5833,69.31,88,20,12.66
307,Gamba,GA,2021-07-19 23:05:27,-2.65,10.0,71.31,88,100,5.57
308,Pathein,MM,2021-07-19 23:09:52,16.7833,94.7333,76.48,94,100,12.88
309,Okmulgee,US,2021-07-19 23:09:53,35.6234,-95.9605,88.52,54,1,10.36
310,Mitsamiouli,KM,2021-07-19 23:05:13,-11.3847,43.2844,77.18,70,14,8.84
311,Alamogordo,US,2021-07-19 23:08:03,32.8995,-105.9603,84.96,58,40,1.99
312,Sao Jose Do Egito,BR,2021-07-19 23:09:53,-7.4789,-37.2744,70.7,82,3,11.83
313,Stuttgart,DE,2021-07-19 23:09:53,48.7823,9.177,67.6,78,0,5.75
314,Tripoli,LY,2021-07-19 23:05:16,32.8752,13.1875,77.32,70,0,5.73
315,Cascais,PT,2021-07-19 23:09:54,38.6979,-9.4215,66.47,68,76,20.0
316,Morondava,MG,2021-07-19 23:07:17,-20.2833,44.2833,70.11,74,20,2.13
317,Along,IN,2021-07-19 23:09:54,28.1667,94.7667,75.11,99,99,1.19
318,Bambous Virieux,MU,2021-07-19 23:09:54,-20.3428,57.7575,70.21,66,29,19.77
319,Moose Factory,CA,2021-07-19 23:09:55,51.2585,-80.6094,47.5,80,99,6.35
320,Baykit,RU,2021-07-19 23:09:55,61.67,96.37,54.16,97,71,4.23
321,Dunedin,NZ,2021-07-19 23:09:55,-45.8742,170.5036,47.35,72,32,4.5
322,Jiutai,CN,2021-07-19 23:09:56,44.1525,125.8328,77.11,82,3,5.5
323,Nago,JP,2021-07-19 23:09:56,26.5881,127.9761,79.23,86,100,24.52
324,Venado Tuerto,AR,2021-07-19 23:09:56,-33.7456,-61.9688,44.89,43,2,7.96
325,Primo Tapia,MX,2021-07-19 23:09:56,32.22,-116.9172,95.4,53,3,12.86
326,Kharovsk,RU,2021-07-19 23:09:57,59.9642,40.1912,52.18,89,36,0.22
327,Miandrivazo,MG,2021-07-19 23:09:57,-19.5167,45.4667,69.93,73,42,0.83
328,Marzuq,YE,2021-07-19 23:09:57,14.4,46.4667,80.64,55,91,7.7
329,Teguldet,RU,2021-07-19 23:09:57,57.3064,88.1667,53.01,92,20,1.97
330,Husavik,IS,2021-07-19 23:06:51,66.0449,-17.3389,52.83,84,67,3.44
331,Evensk,RU,2021-07-19 23:09:58,61.95,159.2333,62.89,56,100,1.97
332,Sitka,US,2021-07-19 23:09:58,57.0531,-135.33,66.09,68,20,5.75
333,Manado,ID,2021-07-19 23:09:58,1.487,124.8455,75.97,94,40,1.14
334,El Alto,PE,2021-07-19 23:09:59,-4.2714,-81.2147,67.66,83,14,15.41
335,Ahipara,NZ,2021-07-19 23:09:59,-35.1667,173.1667,59.04,64,41,5.32
336,Samfya,ZM,2021-07-19 23:09:59,-11.3649,29.5565,55.89,63,13,7.05
337,Madiun,ID,2021-07-19 23:09:59,-7.6298,111.5239,72.68,90,22,3.22
338,Fare,PF,2021-07-19 23:10:00,-16.7,-151.0167,78.06,77,100,23.69
339,Fort Nelson,CA,2021-07-19 23:10:00,58.8053,-122.7002,72.18,42,100,1.97
340,Aktash,RU,2021-07-19 23:10:00,50.3,87.7333,42.64,84,96,3.4
341,Pandan,PH,2021-07-19 23:10:00,14.0453,124.1694,82.29,80,100,9.48
342,Meulaboh,ID,2021-07-19 23:10:01,4.1363,96.1285,75.07,89,100,4.63
343,Requena,ES,2021-07-19 23:10:01,39.4883,-1.1004,70.0,70,0,4.74
344,Le Vauclin,MQ,2021-07-19 23:10:01,14.5452,-60.8388,82.45,74,90,14.97
345,Tapes,BR,2021-07-19 23:10:01,-30.6733,-51.3958,49.33,81,18,7.67
346,High Rock,BS,2021-07-19 23:10:02,26.6208,-78.2833,84.22,73,12,11.23
347,Luderitz,NA,2021-07-19 23:10:02,-26.6481,15.1594,56.93,85,5,12.26
348,Muzaffarnagar,IN,2021-07-19 23:10:02,29.4667,77.6833,76.14,96,95,5.3
349,Elat,IL,2021-07-19 23:10:03,29.5581,34.9482,89.44,29,0,13.8
350,Champerico,GT,2021-07-19 23:10:03,14.3,-91.9167,90.36,70,100,5.08
351,Porto Novo,BJ,2021-07-19 23:10:04,6.4965,2.6036,76.06,85,64,9.06
352,Nianzishan,CN,2021-07-19 23:10:04,47.5167,122.8833,74.19,82,13,3.31
353,Bermejo,AR,2021-07-19 23:10:04,-32.8833,-68.8,48.11,40,0,0.0
354,Klaksvik,FO,2021-07-19 23:10:05,62.2266,-6.589,50.92,93,76,8.86
355,Pochutla,MX,2021-07-19 23:10:05,15.7432,-96.4661,89.82,61,61,5.46
356,Lusambo,CD,2021-07-19 23:10:05,-4.9667,23.45,69.55,38,53,2.1
357,Cheney,US,2021-07-19 23:08:52,47.4874,-117.5758,91.78,22,75,5.75
358,Bud,US,2021-07-19 23:10:06,39.447,-86.1758,82.67,62,1,6.04
359,Matay,EG,2021-07-19 23:10:06,28.419,30.7792,88.88,21,0,9.13
360,Stawell,AU,2021-07-19 23:10:06,-37.05,142.7667,47.37,91,100,15.99
361,Yerbogachen,RU,2021-07-19 23:10:06,61.2767,108.0108,64.53,59,23,2.15
362,Granada,ES,2021-07-19 23:10:07,37.25,-3.25,73.35,40,0,5.66
363,Sankt Florian,AT,2021-07-19 23:10:07,48.2057,14.3784,64.58,92,75,3.44
364,Solnechnyy,RU,2021-07-19 23:10:07,50.7214,136.6319,78.8,60,99,2.01
365,Abu Kamal,SY,2021-07-19 23:10:08,34.4506,40.9171,93.47,17,0,12.93
366,Lagoa,PT,2021-07-19 23:10:08,39.05,-27.9833,69.42,84,91,25.28
367,Kotido,UG,2021-07-19 23:09:17,2.9806,34.1331,66.85,73,91,4.18
368,Misratah,LY,2021-07-19 23:07:17,32.3754,15.0925,77.94,68,0,7.76
369,Dubbo,AU,2021-07-19 23:10:08,-32.25,148.6167,42.93,69,90,5.75
370,Nishihara,JP,2021-07-19 23:10:09,26.1842,127.7558,78.46,94,75,17.27
371,Raudeberg,NO,2021-07-19 23:10:09,61.9875,5.1352,55.2,83,100,18.9
372,Broome,US,2021-07-19 23:10:09,42.2506,-75.833,79.63,81,1,1.99
373,Santa Maria Da Vitoria,BR,2021-07-19 23:10:10,-13.3947,-44.1886,77.07,28,1,3.36
374,Dornoch,GB,2021-07-19 23:10:10,57.8805,-4.0288,62.87,86,83,1.5
375,Beloha,MG,2021-07-19 23:10:10,-25.1667,45.05,67.73,69,70,12.08
376,Pisco,PE,2021-07-19 23:10:10,-13.7,-76.2167,64.45,77,90,11.5
377,Sur,OM,2021-07-19 23:10:11,22.5667,59.5289,88.21,63,20,13.09
378,Smoky Lake,CA,2021-07-19 23:10:11,54.1169,-112.4686,73.8,55,92,4.63
379,Masvingo,ZW,2021-07-19 23:10:11,-20.0637,30.8277,46.22,84,0,2.84
380,Malinovoye Ozero,RU,2021-07-19 23:10:11,51.6753,79.7825,61.29,67,97,5.53
381,Opuwo,NA,2021-07-19 23:10:12,-18.0607,13.84,58.75,36,1,6.15
382,Mount Isa,AU,2021-07-19 23:10:12,-20.7333,139.5,55.17,44,4,0.0
383,Kankaanpaa,FI,2021-07-19 23:10:12,61.8,22.4167,57.96,87,63,5.21
384,Dali,CN,2021-07-19 23:10:13,25.7,100.1833,61.95,82,0,2.04
385,Pervomayskiy,RU,2021-07-19 23:10:13,53.2485,40.2871,69.13,80,25,1.48
386,Longyan,CN,2021-07-19 23:07:04,25.1072,117.0225,75.0,96,100,2.28
387,Seoul,KR,2021-07-19 23:10:09,37.5683,126.9778,80.08,72,93,2.48
388,Batagay-Alyta,RU,2021-07-19 23:10:13,67.8006,130.4114,66.61,50,78,14.92
389,Aykhal,RU,2021-07-19 23:10:14,66.0,111.5,60.13,72,21,1.1
390,Rocha,UY,2021-07-19 23:10:14,-34.4833,-54.3333,41.29,94,22,5.86
391,Toucheng,TW,2021-07-19 23:10:14,24.8592,121.8233,86.2,80,80,2.98
392,Fredonia,US,2021-07-19 23:10:14,42.4401,-79.3317,80.22,80,1,6.91
393,Bodden Town,KY,2021-07-19 23:10:15,19.2833,-81.25,88.0,76,20,1.01
394,Puerto Carreno,CO,2021-07-19 23:10:15,6.189,-67.4859,76.24,86,94,2.19
395,Portoferraio,IT,2021-07-19 23:10:15,42.8115,10.3146,79.16,69,8,5.19
396,Ambilobe,MG,2021-07-19 23:10:15,-13.2,49.05,66.63,83,11,4.76
397,Viedma,AR,2021-07-19 23:10:16,-40.8135,-62.9967,51.26,29,63,9.64
398,Elizabeth City,US,2021-07-19 23:10:16,36.2946,-76.2511,76.01,95,90,10.36
399,Skjervoy,NO,2021-07-19 23:10:16,70.0311,20.9714,45.1,79,87,34.09
400,Buala,SB,2021-07-19 23:10:17,-8.145,159.5921,83.28,72,74,6.8
401,Vao,NC,2021-07-19 23:10:17,-22.6667,167.4833,69.39,76,66,11.43
402,Kishtwar,IN,2021-07-19 23:10:17,33.3167,75.7667,68.34,97,100,2.73
403,Kempsey,AU,2021-07-19 23:10:17,-31.0833,152.8333,52.95,73,2,5.08
404,Standerton,ZA,2021-07-19 23:10:18,-26.9337,29.2415,36.61,30,0,2.48
405,Ligayan,PH,2021-07-19 23:10:18,4.6533,119.4706,83.26,70,63,3.4
406,Camocim,BR,2021-07-19 23:10:18,-2.9022,-40.8411,78.22,80,77,9.62
407,Villamontes,BO,2021-07-19 23:10:18,-21.25,-63.5,50.85,34,17,1.83
408,Tra Vinh,VN,2021-07-19 23:10:19,9.9347,106.3453,77.16,92,100,4.0
409,Mnogovershinnyy,RU,2021-07-19 23:10:19,53.9353,139.9242,71.58,48,93,4.09
410,Kazuno,JP,2021-07-19 23:10:19,40.1836,140.7872,82.42,60,39,2.55
411,Coahuayana,MX,2021-07-19 23:10:19,18.7333,-103.6833,89.08,74,70,4.25
412,Poum,NC,2021-07-19 23:10:20,-20.2333,164.0167,71.17,84,97,6.71
413,Kuusamo,FI,2021-07-19 23:10:20,65.9667,29.1833,53.64,71,0,11.5
414,Lakatoro,VU,2021-07-19 23:10:20,-16.0999,167.4164,81.41,73,42,5.88
415,Kushmurun,KZ,2021-07-19 23:10:21,52.4503,64.6311,60.91,89,6,7.45
416,Kuri,KR,2021-07-19 23:08:38,37.5986,127.1394,80.37,77,95,2.04
417,Sungaipenuh,ID,2021-07-19 23:10:22,-2.0833,101.3833,61.66,92,100,2.3
418,Umm Bab,QA,2021-07-19 23:10:22,25.2142,50.8072,91.08,61,17,6.35
419,Bontang,ID,2021-07-19 23:10:23,0.1333,117.5,76.8,91,24,4.94
420,Ixtapa,MX,2021-07-19 23:10:23,20.7,-105.2,87.03,70,90,11.5
421,Nantucket,US,2021-07-19 23:10:23,41.2835,-70.0995,73.51,71,90,8.05
422,Kota Belud,MY,2021-07-19 23:10:23,6.351,116.4305,73.26,73,100,4.45
423,Launceston,AU,2021-07-19 23:10:24,-41.45,147.1667,47.8,98,90,1.99
424,Candolim,IN,2021-07-19 23:10:24,15.5181,73.7626,79.02,85,100,15.59
425,Mahajanga,MG,2021-07-19 23:10:24,-15.7167,46.3167,77.02,57,40,8.05
426,Hit,IQ,2021-07-19 23:10:25,33.6416,42.8251,98.01,12,0,19.73
427,Port-Gentil,GA,2021-07-19 23:10:25,-0.7193,8.7815,74.55,79,28,11.68
428,Mangrol,IN,2021-07-19 23:10:25,21.1167,70.1167,82.65,82,96,22.82
429,Kayes,ML,2021-07-19 23:10:25,14.0,-11.0,85.33,62,87,9.6
430,Merrill,US,2021-07-19 23:08:05,45.1805,-89.6835,83.97,57,1,6.91
431,Kargat,RU,2021-07-19 23:10:26,55.1956,80.2811,54.55,89,57,3.24
432,Kingman,US,2021-07-19 23:10:26,35.1894,-114.053,100.29,42,75,13.8
433,Alingsas,SE,2021-07-19 23:10:26,57.9303,12.5335,62.44,80,78,5.64
434,Lorengau,PG,2021-07-19 23:10:27,-2.0226,147.2712,81.36,78,100,3.49
435,Nemuro,JP,2021-07-19 23:10:27,43.3236,145.575,63.57,96,98,2.42
436,Chino Valley,US,2021-07-19 23:10:09,34.7575,-112.4538,88.47,47,40,1.01
437,Talnakh,RU,2021-07-19 23:10:27,69.4865,88.3972,52.63,65,80,6.46
438,Laguna,US,2021-07-19 23:10:27,38.421,-121.4238,103.64,21,1,5.01
439,Pangnirtung,CA,2021-07-19 23:10:28,66.1451,-65.7125,41.41,97,100,3.89
440,Boynton Beach,US,2021-07-19 23:10:28,26.5254,-80.0664,88.02,75,40,11.01
441,Hovd,MN,2021-07-19 23:10:28,48.0056,91.6419,63.05,52,7,2.17
442,Martapura,ID,2021-07-19 23:10:29,-3.4167,114.85,77.09,94,75,2.3
443,Myitkyina,MM,2021-07-19 23:10:29,25.3833,97.4,76.69,99,89,0.63
444,Puerto Del Rosario,ES,2021-07-19 23:10:29,28.5004,-13.8627,76.75,57,0,18.41
445,Pekalongan,ID,2021-07-19 23:10:29,-6.8886,109.6753,77.02,81,11,3.89
446,Xingtai,CN,2021-07-19 23:10:30,37.0631,114.4942,75.96,88,100,5.39
447,Marsh Harbour,BS,2021-07-19 23:10:30,26.5412,-77.0636,83.53,72,8,12.15
448,Reserva,BR,2021-07-19 23:10:30,-24.6503,-50.8506,41.09,68,39,2.04
449,Chilca,PE,2021-07-19 23:10:31,-12.5211,-76.7372,64.56,85,67,7.36
450,Gouyave,GD,2021-07-19 23:05:48,12.1646,-61.7296,79.68,82,70,19.91
451,Zawiercie,PL,2021-07-19 23:10:31,50.4877,19.4168,65.05,94,39,1.01
452,Roura,GF,2021-07-19 23:10:31,4.7263,-52.3274,79.97,94,0,2.3
453,Puerto Leguizamo,CO,2021-07-19 23:10:32,-0.1934,-74.7819,72.5,97,43,2.44
454,Katangli,RU,2021-07-19 23:10:32,51.7102,143.2326,63.12,71,0,10.78
455,Ouidah,BJ,2021-07-19 23:10:32,6.3631,2.0851,76.5,85,53,12.95
456,Urla,TR,2021-07-19 23:10:32,38.3229,26.764,77.2,92,1,4.76
457,Sao Pedro Do Sul,BR,2021-07-19 23:10:33,-29.6206,-54.1789,43.63,82,0,4.5
458,Labuhan,ID,2021-07-19 23:10:33,-6.8844,112.2051,77.79,82,45,9.04
459,Fandriana,MG,2021-07-19 23:10:33,-20.2333,47.3833,53.91,96,100,2.46
460,Cap Malheureux,MU,2021-07-19 23:05:54,-19.9842,57.6142,70.47,67,17,5.01
461,Saint-Augustin,CA,2021-07-19 23:10:34,51.226,-58.6502,64.33,69,100,11.12
462,Khor,RU,2021-07-19 23:10:34,47.8861,134.9464,78.71,63,19,3.56
463,Itarema,BR,2021-07-19 23:10:34,-2.9248,-39.9167,79.2,78,40,13.13
464,Songjianghe,CN,2021-07-19 23:10:35,42.1859,127.479,71.65,86,85,1.95
465,Ajdabiya,LY,2021-07-19 23:10:35,30.7554,20.2263,77.09,73,0,7.02
466,Barrhead,GB,2021-07-19 23:10:35,55.7992,-4.3929,63.01,85,1,1.01
467,Conde,BR,2021-07-19 23:10:35,-7.2597,-34.9075,74.66,94,75,3.44
468,Adiake,CI,2021-07-19 23:10:36,5.2863,-3.304,78.39,83,28,9.8
469,Santa Vitoria Do Palmar,BR,2021-07-19 23:10:36,-33.5189,-53.3681,45.39,87,14,6.2
470,Naze,JP,2021-07-19 23:10:36,28.3667,129.4833,77.95,89,100,28.79
471,Komatipoort,ZA,2021-07-19 23:10:37,-25.4332,31.9548,56.07,80,5,2.91
472,Muli,MV,2021-07-19 23:10:37,2.9167,73.5667,82.83,72,96,8.88
473,Tambopata,PE,2021-07-19 23:10:37,-12.7333,-69.1833,69.49,54,14,3.24
474,Pimentel,PE,2021-07-19 23:10:38,-6.8367,-79.9342,70.09,82,0,4.0
475,Ginda,IN,2021-07-19 23:10:38,30.6945,78.4932,65.17,98,97,1.25
476,Mechanicsville,US,2021-07-19 23:05:47,37.6088,-77.3733,83.37,68,90,8.05
477,Nanortalik,GL,2021-07-19 23:10:38,60.1432,-45.2371,42.94,94,93,11.77
478,Vestmannaeyjar,IS,2021-07-19 23:10:39,63.4427,-20.2734,52.02,92,81,13.06
479,Bure,ET,2021-07-19 23:10:39,10.7,37.0667,55.49,96,98,3.13
480,Kalemie,CD,2021-07-19 23:10:39,-5.9475,29.1947,67.91,61,0,2.39
481,Atambua,ID,2021-07-19 23:10:39,-9.1061,124.8925,71.65,82,13,4.14
482,Beroroha,MG,2021-07-19 23:07:18,-21.6667,45.1667,66.51,60,28,4.61
483,Virginia Beach,US,2021-07-19 23:10:40,36.8529,-75.978,78.1,79,90,3.44
484,Dzerzhinskoye,RU,2021-07-19 23:10:40,56.8344,95.2283,58.73,93,100,1.28
485,Calvia,ES,2021-07-19 23:10:41,39.5657,2.5062,76.91,49,0,3.33
486,Auray,FR,2021-07-19 23:10:41,47.6703,-2.9918,73.74,79,4,9.98
487,Garowe,SO,2021-07-19 23:10:41,8.4054,48.4845,78.22,54,95,24.09
488,Haines Junction,CA,2021-07-19 23:10:41,60.7522,-137.5108,76.12,33,41,1.39
489,Barranca,PE,2021-07-19 23:10:42,-10.75,-77.7667,63.1,81,20,7.34
490,Monroe,US,2021-07-19 23:10:42,43.1501,-77.6831,82.78,65,75,6.91
491,Gafanha Da Encarnacao,PT,2021-07-19 23:10:42,40.6181,-8.733,65.28,76,71,4.0
492,Temir,KZ,2021-07-19 23:10:43,49.1414,57.13,74.91,48,5,7.63
493,Marsa Matruh,EG,2021-07-19 23:10:43,31.3525,27.2453,78.87,75,0,7.31
494,Araouane,ML,2021-07-19 23:10:43,18.9048,-3.5265,96.19,24,32,12.93
495,Agadez,NE,2021-07-19 23:10:43,19.75,10.25,90.3,16,54,2.44
496,Omsukchan,RU,2021-07-19 23:10:44,62.5333,155.8,59.92,41,85,1.95
497,Kavaratti,IN,2021-07-19 23:10:44,10.5669,72.642,82.02,77,78,17.9
498,Saint Anthony,US,2021-07-19 23:10:44,45.0205,-93.218,88.86,42,1,1.99
499,Ca Mau,VN,2021-07-19 23:10:45,9.1769,105.15,77.49,89,93,4.23
500,Esso,RU,2021-07-19 23:10:45,55.9333,158.7,55.47,96,100,1.66
501,Gravdal,NO,2021-07-19 23:10:45,68.1214,13.5031,47.07,73,100,24.05
502,Roma,US,2021-07-19 23:10:45,43.2128,-75.4557,80.83,81,1,3.44
503,Beira,MZ,2021-07-19 23:10:46,-19.8436,34.8389,62.19,79,1,7.54
504,Port Hueneme,US,2021-07-19 23:10:46,34.1478,-119.1951,105.06,58,1,13.8
505,Haywards Heath,GB,2021-07-19 23:10:46,50.9977,-0.1031,71.15,91,0,1.01
506,Moshi,TZ,2021-07-19 23:10:46,-3.35,37.3333,61.79,80,57,1.21
507,Santo Andre,BR,2021-07-19 23:10:00,-23.6639,-46.5383,54.97,47,0,8.05
508,Chancay,PE,2021-07-19 23:10:47,-11.5714,-77.2672,64.27,85,17,6.71
509,Keti Bandar,PK,2021-07-19 23:10:47,24.1447,67.4497,83.46,84,100,26.15
510,Millinocket,US,2021-07-19 23:10:47,45.6573,-68.7098,73.42,83,90,3.44
511,Buchanan,LR,2021-07-19 23:10:48,5.8808,-10.0467,76.87,85,93,11.18
512,Valer,NO,2021-07-19 23:10:48,60.6785,11.8331,61.3,94,100,3.27
513,Kruisfontein,ZA,2021-07-19 23:10:48,-34.0033,24.7314,51.89,86,100,6.51
514,Padang,ID,2021-07-19 23:10:48,-0.9492,100.3543,76.5,81,100,4.07
515,Yelyzavethradka,UA,2021-07-19 23:10:49,48.8038,32.4046,70.32,81,39,6.02
516,Ullapool,GB,2021-07-19 23:10:49,57.8987,-5.1604,62.76,96,81,1.74
517,Marawi,PH,2021-07-19 23:10:49,7.9986,124.2928,68.65,80,93,3.74
518,Jutai,BR,2021-07-19 23:10:49,-5.1833,-68.9,79.45,64,71,1.99
519,Yulara,AU,2021-07-19 23:10:50,-25.2406,130.9889,58.5,38,24,6.38
520,Kyren,RU,2021-07-19 23:10:50,51.6828,102.1408,59.56,77,5,1.77
521,Caarapo,BR,2021-07-19 23:10:50,-22.6342,-54.8222,45.43,50,100,5.66
522,Zyryanka,RU,2021-07-19 23:10:51,65.75,150.85,61.16,44,100,15.64
523,Tocopilla,CL,2021-07-19 23:10:51,-22.092,-70.1979,64.99,62,97,5.61
524,Pangoa,PE,2021-07-19 23:10:51,-12.1167,-73.0,64.92,92,84,0.51
525,North Myrtle Beach,US,2021-07-19 23:10:51,33.816,-78.68,81.01,92,90,4.0
526,Krasnoselkup,RU,2021-07-19 23:10:52,65.7,82.4667,51.04,71,82,2.21
527,Saquarema,BR,2021-07-19 23:10:52,-22.92,-42.5103,66.22,55,56,16.31
528,Moron,AR,2021-07-19 23:10:52,-34.6534,-58.6198,51.03,71,0,4.94
529,Stroud,GB,2021-07-19 23:10:52,51.75,-2.2,72.73,67,18,2.39
530,Stephenville,US,2021-07-19 23:10:53,32.2207,-98.2023,89.94,56,40,8.05
531,Ankazoabo,MG,2021-07-19 23:10:53,-22.2833,44.5167,63.19,72,65,5.82
532,Conakry,GN,2021-07-19 23:10:53,9.538,-13.6773,80.28,82,76,8.52
533,Sao Tome,ST,2021-07-19 23:10:53,0.3365,6.7273,74.97,75,40,6.67
534,Hornepayne,CA,2021-07-19 23:10:54,49.2138,-84.7705,63.16,73,80,12.44
535,Arlit,NE,2021-07-19 23:10:54,18.7369,7.3853,93.72,26,57,9.37
536,Bilma,NE,2021-07-19 23:10:54,18.6853,12.9164,92.52,27,64,11.41
537,Senno,RU,2021-07-19 23:10:55,59.5336,33.9167,52.34,72,44,2.91
538,Barentu,ER,2021-07-19 23:10:55,15.1139,37.5928,76.23,66,100,0.72
539,Kendari,ID,2021-07-19 23:10:55,-3.945,122.4989,74.5,93,98,2.39
540,Luang Prabang,LA,2021-07-19 23:10:55,19.8856,102.1347,73.74,100,100,0.78
541,Kirakira,SB,2021-07-19 23:10:56,-10.4544,161.9205,84.27,63,100,7.96
542,Ganzhou,CN,2021-07-19 23:10:57,28.8184,115.4327,79.99,88,76,2.44
543,Gold Coast,AU,2021-07-19 23:10:57,-28.0,153.4333,61.2,68,0,1.01
544,Joshimath,IN,2021-07-19 23:10:57,30.5667,79.5667,70.5,94,100,0.83
545,Chhuikhadan,IN,2021-07-19 23:10:58,21.5333,80.9833,83.59,66,100,4.94
546,Posse,BR,2021-07-19 23:09:18,-14.0931,-46.3694,74.01,36,16,5.12
547,Biak,ID,2021-07-19 23:10:58,-0.9131,122.8766,76.05,81,89,6.78
548,Vartop,RO,2021-07-19 23:10:58,44.2,23.35,68.27,90,99,5.03
549,Westport,US,2021-07-19 23:10:59,41.1415,-73.3579,82.17,78,75,3.0
550,Oranjemund,NA,2021-07-19 23:10:59,-28.55,16.4333,55.09,92,66,5.75
551,Merauke,ID,2021-07-19 23:10:59,-8.4667,140.3333,77.41,80,99,12.46
552,Maldonado,UY,2021-07-19 23:10:59,-34.6667,-54.9167,42.22,92,25,4.74
553,Nowa Ruda,PL,2021-07-19 23:11:00,50.5801,16.5016,58.42,100,12,4.59
554,Raymond,US,2021-07-19 23:11:00,43.9015,-70.4703,72.09,88,96,2.8
555,Vardo,NO,2021-07-19 23:06:46,70.3705,31.1107,44.83,76,99,14.88
556,Timmins,CA,2021-07-19 23:11:00,48.4669,-81.3331,66.02,82,75,11.5
557,Urumqi,CN,2021-07-19 23:11:01,43.801,87.6005,72.55,31,97,4.47
558,Quelimane,MZ,2021-07-19 23:11:01,-17.8786,36.8883,62.76,94,1,3.74
559,Thinadhoo,MV,2021-07-19 23:11:01,0.5333,72.9333,82.87,72,99,7.63
560,Tucumcari,US,2021-07-19 23:11:01,35.1717,-103.725,88.95,23,16,9.91
561,Alcaniz,ES,2021-07-19 23:11:02,41.05,-0.1333,74.08,48,0,7.72
562,Inverell,AU,2021-07-19 23:11:02,-29.7833,151.1167,51.67,67,46,4.0
563,Pemangkat,ID,2021-07-19 23:11:02,1.1667,108.9667,79.05,84,85,2.21
564,Sorland,NO,2021-07-19 23:11:02,67.667,12.6934,48.24,71,92,23.47
565,Notre-Dame-Du-Lac,CA,2021-07-19 23:11:03,47.6136,-68.7964,81.84,74,100,2.75
566,Muros,ES,2021-07-19 23:11:03,42.7762,-9.0603,67.08,83,7,3.53
567,Kuraymah,SD,2021-07-19 23:11:03,18.55,31.85,94.71,34,100,13.27
568,Cabadiangan,PH,2021-07-19 23:11:04,9.7531,122.4739,81.36,85,100,9.73
569,Turayf,SA,2021-07-19 23:11:04,31.6725,38.6637,89.76,16,4,10.4
570,Porangatu,BR,2021-07-19 23:11:04,-13.4408,-49.1486,80.62,29,27,4.79
571,Kungurtug,RU,2021-07-19 23:11:04,50.5994,97.5228,54.39,79,8,2.46
572,Luba,GQ,2021-07-19 23:11:05,3.4568,8.5547,77.27,85,80,11.03
573,San Ramon,US,2021-07-19 23:10:44,37.7799,-121.978,100.29,34,1,7.0
574,Tommot,RU,2021-07-19 23:11:05,58.9564,126.2925,65.68,75,100,2.13
575,Todos Santos,MX,2021-07-19 23:11:05,23.45,-110.2167,98.31,73,24,7.72
576,Nouadhibou,MR,2021-07-19 23:11:05,20.931,-17.0347,73.6,68,70,17.09
577,Athens,GR,2021-07-19 23:11:06,37.9795,23.7162,80.26,74,0,1.01
578,Santiago,CL,2021-07-19 23:11:06,-33.4569,-70.6483,64.17,29,0,2.3
579,Flinders,AU,2021-07-19 23:11:06,-34.5833,150.8552,56.37,61,9,7.0
580,Lovozero,RU,2021-07-19 23:11:06,68.005,35.0117,49.84,83,88,4.63
581,Norfolk,US,2021-07-19 23:11:07,42.1668,-71.2495,74.89,88,75,0.0
582,Charters Towers,AU,2021-07-19 23:11:07,-20.1,146.2667,63.72,35,15,9.73
583,Santiago Del Estero,AR,2021-07-19 23:07:53,-27.7951,-64.2615,55.92,28,0,7.05
584,Saint-Joseph,RE,2021-07-19 23:11:07,-21.3667,55.6167,68.38,74,25,15.41
585,Kommunar,RU,2021-07-19 23:11:08,59.6206,30.39,60.33,84,0,6.24
