City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
271,Lagoa,PT,39.05,-27.9833,67.48,76,84,14.94,broken clouds
272,Belaya Gora,RU,68.5333,146.4167,51.55,76,94,6.78,overcast clouds
273,Davila,PH,18.4726,120.5763,80.11,87,100,23.78,overcast clouds
274,Atasu,KZ,48.6814,71.6433,79.99,36,32,21.25,scattered clouds
275,Caravelas,BR,-17.7125,-39.2481,74.66,60,100,8.79,overcast clouds
276,Ahipara,NZ,-35.1667,173.1667,56.05,93,100,5.64,overcast clouds
277,Ghanzi,BW,-21.5667,21.7833,72.16,18,0,11.25,clear sky
278,Abu Kamal,SY,34.4506,40.9171,107.17,12,0,16.46,clear sky
279,Camana,PE,-16.6228,-72.7111,63.9,71,45,4.94,scattered clouds
280,Rundu,NA,-17.9333,19.7667,81.28,12,0,4.63,clear sky
281,Tuatapere,NZ,-46.1333,167.6833,43.83,95,100,5.32,moderate rain
282,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,54.01,94,27,2.55,scattered clouds
283,Bereznik,RU,62.8551,42.7072,66.47,27,18,8.19,few clouds
284,Stari Bohorodchany,UA,48.8336,24.5243,62.15,93,75,4.47,broken clouds
285,Grindavik,IS,63.8424,-22.4338,55.56,82,40,14.97,scattered clouds
286,Grand Baie,MU,-20.0182,57.5802,68.45,85,91,10.0,moderate rain
287,Saint-Ambroise,CA,48.5501,-71.3324,68.58,60,12,0.36,few clouds
288,Greeley,US,40.4233,-104.7091,78.57,78,1,1.01,clear sky
289,Tocopilla,CL,-22.092,-70.1979,64.49,60,19,4.16,few clouds
290,Stykkisholmur,IS,65.0757,-22.7297,56.07,70,16,12.19,few clouds
291,Harper,LR,4.375,-7.7169,79.84,67,99,7.02,overcast clouds
292,Longyearbyen,SJ,78.2186,15.6401,44.44,65,75,16.11,broken clouds
293,Eureka,US,40.8021,-124.1637,55.58,80,83,4.72,broken clouds
294,Ostrovnoy,RU,68.0531,39.5131,51.12,66,98,16.22,overcast clouds
295,Maniitsoq,GL,65.4167,-52.9,44.29,79,25,4.63,scattered clouds
296,Constanza,DE,47.6603,9.1758,86.68,52,0,1.01,clear sky
297,Chernushka,RU,56.5072,56.0766,80.29,43,88,9.01,overcast clouds
298,San Cristobal,VE,7.7669,-72.225,75.38,84,69,6.29,broken clouds
299,Veraval,IN,20.9,70.3667,83.55,84,100,24.0,overcast clouds
300,Sao Filipe,CV,14.8961,-24.4956,77.14,81,13,4.65,few clouds
301,Sept-Iles,CA,50.2001,-66.3821,67.05,56,100,1.01,overcast clouds
302,Kitgum,UG,3.2783,32.8867,81.46,51,63,6.67,broken clouds
303,Upernavik,GL,72.7868,-56.1549,43.52,71,100,4.16,overcast clouds
304,Wanning,CN,18.8003,110.3967,81.3,87,100,1.97,overcast clouds
305,Katsuura,JP,35.1333,140.3,82.11,88,9,5.91,clear sky
306,Eregli,TR,37.5133,34.0467,95.04,19,0,10.36,clear sky
307,Pangnirtung,CA,66.1451,-65.7125,42.8,93,90,11.5,light rain
308,Rudbar,AF,30.15,62.6,106.05,7,0,22.57,clear sky
309,Abilene,US,32.4487,-99.7331,73.89,82,1,0.0,mist
310,Severo-Kurilsk,RU,50.6789,156.125,51.55,93,30,5.03,scattered clouds
311,Aksarka,RU,66.5606,67.7975,67.05,45,100,6.55,overcast clouds
312,Bandarbeyla,SO,9.4942,50.8122,87.73,49,98,27.22,overcast clouds
313,Goderich,CA,43.7501,-81.7165,66.9,75,0,14.29,clear sky
314,Panguna,PG,-6.3164,155.4848,68.23,95,77,2.24,light rain
315,Hualmay,PE,-11.0964,-77.6139,63.7,80,26,7.92,scattered clouds
316,Poya,NC,-21.35,165.15,65.39,79,8,4.43,clear sky
317,Anadyr,RU,64.75,177.4833,44.01,93,100,4.72,overcast clouds
318,Aksu,CN,41.1231,80.2644,75.04,47,100,8.88,light rain
319,Valencia,ES,39.3333,-0.8333,90.7,23,0,12.12,clear sky
320,Tres Barras,BR,-26.1064,-50.3222,54.79,45,13,1.21,few clouds
321,Los Alamos,US,35.8881,-106.307,62.38,74,1,1.01,clear sky
322,Gonbad-E Qabus,IR,37.25,55.1672,108.7,9,0,9.86,clear sky
323,Denpasar,ID,-8.65,115.2167,80.26,89,40,9.22,scattered clouds
324,Canchungo,GW,12.0672,-16.0333,86.61,64,100,7.87,light rain
325,Labuhan,ID,-6.8844,112.2051,80.92,74,32,7.29,scattered clouds
326,Bonavista,CA,48.6499,-53.1147,55.58,97,100,14.72,overcast clouds
327,Sompeta,IN,18.9333,84.6,84.27,80,98,7.81,moderate rain
328,Derzhavinsk,KZ,51.1,66.3167,83.97,30,3,2.71,clear sky
329,Beringovskiy,RU,63.05,179.3167,48.22,79,100,7.52,overcast clouds
330,Usinsk,RU,65.9939,57.5281,67.86,41,52,3.42,broken clouds
331,Wilmington,US,34.2257,-77.9447,77.0,91,100,1.01,overcast clouds
332,Ambanja,MG,-13.6833,48.45,81.57,56,4,7.31,clear sky
333,Primero De Enero,CU,21.9469,-78.4283,82.26,79,0,8.14,clear sky
334,Mbandaka,CD,0.0487,18.2603,90.16,36,34,1.68,scattered clouds
335,Pevek,RU,69.7008,170.3133,39.88,64,10,3.2,clear sky
336,Sohag,EG,26.557,31.6948,109.96,10,100,13.09,overcast clouds
337,Mian Channun,PK,30.44,72.3543,99.41,39,11,6.22,few clouds
338,Litovko,RU,49.2361,135.1742,76.32,84,7,7.31,clear sky
339,Talnakh,RU,69.4865,88.3972,65.55,41,8,4.05,clear sky
340,Koungheul,SN,13.9833,-14.8,91.96,54,100,9.44,overcast clouds
341,Newcastle,AU,-32.9272,151.7765,51.71,72,100,4.0,overcast clouds
342,Marfino,RU,55.7028,37.3822,76.28,41,0,8.95,clear sky
343,Mondlo,ZA,-27.983,30.7177,68.16,18,9,16.69,clear sky
344,Dzhalil,RU,55.0239,52.7358,81.0,34,98,12.59,overcast clouds
345,Visby,SE,57.6409,18.296,71.76,56,0,10.36,clear sky
346,Nandaime,NI,11.757,-86.0529,79.66,81,83,13.67,broken clouds
347,Magole,TZ,-6.3667,37.3667,80.83,46,91,4.0,overcast clouds
