City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Fukue,JP,32.6881,128.8419,80.96,74,75,9.22,broken clouds
347,Margate,GB,51.3813,1.3862,67.3,83,0,8.59,clear sky
348,Banda Aceh,ID,5.5577,95.3222,79.32,75,95,13.65,overcast clouds
349,Goderich,CA,43.7501,-81.7165,68.92,63,0,10.36,clear sky
350,Nelson Bay,AU,-32.7167,152.15,51.12,69,62,1.99,broken clouds
351,Zhigansk,RU,66.7697,123.3711,61.84,55,68,4.9,broken clouds
352,Wangkui,CN,46.8333,126.5,78.39,77,61,5.55,broken clouds
353,Am Timan,TD,11.0297,20.2827,74.95,82,86,4.43,light rain
354,Kunigal,IN,13.0222,77.0267,74.62,84,100,15.5,overcast clouds
355,Sattahip,TH,12.6664,100.9007,86.92,83,20,11.5,few clouds
356,Lesnoy,RU,57.6198,63.0784,58.75,94,61,4.25,broken clouds
357,Tirumullaivasal,IN,11.2333,79.8333,80.37,69,100,12.82,overcast clouds
358,Porto Walter,BR,-8.2686,-72.7439,76.1,56,0,1.92,clear sky
359,Tias,ES,28.9611,-13.645,69.55,78,20,17.27,few clouds
360,Balikpapan,ID,-1.2675,116.8289,76.19,88,40,0.0,scattered clouds
361,Coahuayana,MX,18.7333,-103.6833,87.57,70,84,5.21,broken clouds
362,Yamada,JP,39.4667,141.95,74.98,89,99,4.61,overcast clouds
363,Kenai,US,60.5544,-151.2583,58.08,91,90,6.91,moderate rain
364,Pirovskoye,RU,57.6267,92.2658,59.07,84,70,2.86,broken clouds
365,Norman Wells,CA,65.282,-126.8329,84.24,37,75,9.22,broken clouds
366,Bandar-E Lengeh,IR,26.5579,54.8807,92.23,71,17,9.35,few clouds
367,Chapais,CA,49.7834,-74.8492,69.58,40,66,6.91,broken clouds
368,Wilmington,US,34.2257,-77.9447,86.0,73,79,1.01,broken clouds
369,La Baneza,ES,42.3003,-5.8977,72.12,65,1,7.96,clear sky
370,Gwadar,PK,25.1216,62.3254,85.48,85,48,8.5,scattered clouds
371,Cabiraoan,PH,18.3238,122.086,81.03,78,100,10.49,overcast clouds
372,Katherine,AU,-14.4667,132.2667,62.92,45,47,4.61,scattered clouds
373,Korla,CN,41.7597,86.1469,81.12,24,83,8.01,broken clouds
374,Grindavik,IS,63.8424,-22.4338,55.35,100,90,12.66,mist
375,Oriximina,BR,-1.7656,-55.8661,78.6,76,53,4.0,broken clouds
376,Khuzdar,PK,27.7384,66.6434,79.66,28,9,3.15,clear sky
377,Bambous Virieux,MU,-20.3428,57.7575,68.25,83,75,13.8,light rain
378,Jeremie,HT,18.65,-74.1167,82.65,72,99,1.59,overcast clouds
379,Rawson,AR,-43.3002,-65.1023,54.63,62,100,17.34,overcast clouds
380,Tahoua,NE,14.8888,5.2692,87.1,50,85,7.18,overcast clouds
381,Souillac,MU,-20.5167,57.5167,68.38,83,75,13.8,light rain
382,Ormara,PK,25.2088,64.6357,83.64,89,94,14.16,overcast clouds
383,Aginskoye,RU,51.1,114.53,66.0,98,100,8.68,overcast clouds
384,Kadaya,RU,50.9327,119.2911,73.58,87,74,3.56,broken clouds
385,Kargasok,RU,59.0556,80.8572,62.83,78,69,6.96,broken clouds
386,Poum,NC,-20.2333,164.0167,72.36,60,14,7.23,few clouds
387,Belokurikha,RU,51.9959,84.9896,61.3,96,38,1.59,scattered clouds
388,Polson,US,47.6936,-114.1632,87.12,40,39,13.78,scattered clouds
389,Salym,RU,60.0625,71.4789,62.69,91,100,6.51,overcast clouds
390,Paamiut,GL,61.994,-49.6678,42.26,86,43,11.16,scattered clouds
391,Santa Lucia Cotzumalguapa,GT,14.3333,-91.0167,88.12,81,44,3.06,scattered clouds
392,Marabba,SD,12.35,32.1833,77.41,74,100,9.78,overcast clouds
393,Bichena,ET,10.45,38.2,53.04,92,100,3.15,light rain
394,Luganville,VU,-15.5333,167.1667,81.81,72,21,6.51,few clouds
395,Sistranda,NO,63.7256,8.834,55.36,90,97,29.91,overcast clouds
396,Villazon,BO,-22.0866,-65.5942,50.43,17,0,4.54,clear sky
397,Lucapa,AO,-8.4192,20.7447,66.54,31,2,4.03,clear sky
398,Hailar,CN,49.2,119.7,74.88,76,2,11.14,clear sky
399,Jam Sahib,PK,26.2958,68.6292,84.22,44,0,3.6,clear sky
400,Teruel,ES,40.6667,-0.6667,67.96,36,1,10.45,clear sky
401,Saint George,US,37.1041,-113.5841,104.38,23,1,1.01,clear sky
402,Vredendal,ZA,-31.6683,18.5012,45.73,79,67,6.91,broken clouds
403,Lagoa,PT,39.05,-27.9833,67.21,71,93,16.31,overcast clouds
404,Tateyama,JP,34.9833,139.8667,84.22,76,1,4.27,clear sky
405,Nome,US,64.5011,-165.4064,51.17,76,75,16.11,broken clouds
406,Klaksvik,FO,62.2266,-6.589,52.72,90,0,12.55,clear sky
407,Calabozo,VE,8.9242,-67.4293,79.65,73,58,5.32,broken clouds
408,Medicine Hat,CA,50.0501,-110.6683,96.71,16,24,15.43,few clouds
409,Pasighat,IN,28.0667,95.3333,78.76,90,56,3.04,broken clouds
410,Shebalino,RU,51.2917,85.6772,55.29,95,26,3.8,scattered clouds
411,La Palma,US,33.8464,-118.0467,106.03,49,20,5.01,few clouds
412,Yerbogachen,RU,61.2767,108.0108,62.8,67,11,2.95,few clouds
413,Sao Joao Da Barra,BR,-21.6403,-41.0511,67.87,79,100,7.23,overcast clouds
414,Kaura Namoda,NG,12.5898,6.5779,77.52,77,72,7.81,light rain
415,Nadym,RU,65.5333,72.5167,55.94,94,100,14.58,overcast clouds
416,Benguela,AO,-12.5763,13.4055,68.4,90,12,4.54,few clouds
417,Alice Springs,AU,-23.7,133.8833,63.95,34,0,23.02,clear sky
418,Kashary,RU,49.04,41.0056,66.51,89,37,5.84,scattered clouds
419,Libreville,GA,0.3925,9.4537,77.02,88,20,10.36,few clouds
420,Guaira,BR,-20.3183,-48.3106,67.78,23,58,6.2,broken clouds
421,Price,US,39.5994,-110.8107,85.26,28,1,12.66,clear sky
422,Rodrigues Alves,BR,-7.738,-72.6509,75.72,58,0,1.34,clear sky
423,Winneba,GH,5.3511,-0.6231,74.73,87,27,7.38,scattered clouds
424,Twentynine Palms,US,34.1356,-116.0542,107.74,20,100,4.0,overcast clouds
425,Semey,KZ,50.4111,80.2275,63.61,73,61,8.32,light rain
426,Tual,ID,-5.6667,132.75,79.68,78,100,17.22,overcast clouds
427,Wangqing,CN,43.3218,129.7634,77.16,84,88,1.48,overcast clouds
428,Kalmar,SE,56.6616,16.3616,65.97,84,5,4.61,clear sky
429,Timberlake,US,37.3207,-79.2575,88.72,52,1,0.0,haze
430,Havre-Saint-Pierre,CA,50.2334,-63.5986,61.16,72,90,0.0,overcast clouds
431,Kamenka,RU,51.3223,42.7678,63.37,97,100,9.78,overcast clouds
432,Shache,CN,38.4167,77.2406,64.22,68,99,4.97,overcast clouds
433,Yinchuan,CN,38.4681,106.2731,75.96,61,38,7.29,scattered clouds
434,Hervey Bay,AU,-25.2986,152.8535,57.04,65,7,5.99,clear sky
435,Freeport,US,40.6576,-73.5832,82.11,83,1,3.44,clear sky
436,Mosquera,CO,4.7059,-74.2302,59.09,67,40,12.66,scattered clouds
437,Peniche,PT,39.3558,-9.3811,64.89,89,13,13.0,few clouds
438,Vila Velha,BR,-20.3297,-40.2925,66.15,88,75,3.44,broken clouds
439,Bonavista,CA,48.6499,-53.1147,52.12,91,67,13.53,broken clouds
440,Manzanillo,CU,20.3433,-77.1167,86.11,72,26,9.28,scattered clouds
441,Cintalapa,MX,16.6951,-93.7272,78.08,88,59,4.0,broken clouds
442,Marsaxlokk,MT,35.8419,14.5431,76.08,88,0,3.44,clear sky
443,Zabol,AF,32.25,67.25,68.47,41,56,4.29,broken clouds
444,Chemax,MX,20.65,-87.9333,91.89,46,11,8.84,few clouds
445,Adamovka,RU,51.5223,59.9396,71.22,59,48,6.67,scattered clouds
446,Tynda,RU,55.1667,124.7167,62.55,94,100,0.96,overcast clouds
447,Aras,ES,42.5617,-2.356,73.81,69,0,2.3,clear sky
448,Lasa,IT,46.6166,10.7002,68.88,86,80,1.54,broken clouds
449,Isla Vista,US,34.4133,-119.861,98.67,50,1,6.91,clear sky
450,Mering,DE,48.2656,10.9846,61.57,91,2,2.3,clear sky
451,Nha Trang,VN,12.25,109.1833,84.2,72,100,5.93,overcast clouds
452,San Cristobal,VE,7.7669,-72.225,66.65,95,87,3.98,overcast clouds
453,Haverfordwest,GB,51.8017,-4.9691,68.56,87,78,4.76,broken clouds
454,Ingham,US,42.6,-84.3833,73.35,50,1,6.91,clear sky
455,Krasnyy Chikoy,RU,50.3643,108.7512,60.8,99,100,2.75,moderate rain
456,Orizona,BR,-17.0314,-48.2958,73.06,39,66,4.81,broken clouds
457,Rincon,US,32.296,-81.2354,87.85,71,75,4.61,broken clouds
458,Miri,MY,4.4148,114.0089,75.34,94,40,5.75,light rain
459,Zhuhai,CN,22.2769,113.5678,83.05,94,40,6.91,scattered clouds
460,Kumburgaz,TR,41.0211,28.4772,76.57,77,0,7.4,clear sky
461,Vila Do Maio,CV,15.1333,-23.2167,79.59,85,61,2.1,broken clouds
462,College,US,64.8569,-147.8028,77.0,44,75,0.0,broken clouds
463,Dabat,ET,12.9842,37.765,51.4,90,100,3.0,overcast clouds
464,Marquette,US,46.5333,-87.6335,72.77,58,81,1.01,broken clouds
465,Beziers,FR,43.3476,3.219,76.32,68,0,4.61,clear sky
466,Mangrol,IN,21.1167,70.1167,82.47,84,99,23.11,overcast clouds
467,Gamba,GA,-2.65,10.0,71.55,86,64,5.93,broken clouds
468,Henties Bay,NA,-22.116,14.2845,54.32,84,0,10.09,clear sky
469,Pangnirtung,CA,66.1451,-65.7125,43.02,78,65,5.48,broken clouds
470,Kiruna,SE,67.8557,20.2251,43.72,100,90,4.61,light intensity drizzle
471,Pacific Grove,US,36.6177,-121.9166,92.16,76,1,4.0,clear sky
472,San Lazaro,BZ,18.0387,-88.6622,87.51,79,22,9.91,few clouds
473,Kutum,SD,14.2,24.6667,75.02,60,100,4.97,overcast clouds
474,Kahului,US,20.8947,-156.47,85.26,75,40,20.71,scattered clouds
475,Celendin,PE,-6.8703,-78.1517,61.32,60,31,7.36,scattered clouds
476,Necochea,AR,-38.5473,-58.7368,50.04,69,100,10.45,overcast clouds
477,Medvezhyegorsk,RU,62.9167,34.4667,52.47,54,96,4.97,overcast clouds
478,Tierralta,CO,8.1736,-76.0592,83.01,85,78,3.71,broken clouds
479,Oskarshamn,SE,57.2645,16.4484,65.8,79,34,8.23,scattered clouds
480,Nichinan,JP,31.6,131.3667,81.55,89,100,15.17,overcast clouds
481,Sortavala,RU,61.7053,30.6918,57.47,56,95,7.14,overcast clouds
482,Cheyenne,US,41.14,-104.8203,82.94,36,1,6.91,clear sky
483,Sinnamary,GF,5.3833,-52.95,79.66,84,22,9.26,few clouds
484,Goundam,ML,16.4145,-3.6708,95.43,36,92,13.67,overcast clouds
485,Sadat,IN,25.6833,83.2833,83.73,79,100,4.27,overcast clouds
486,Qeshm,IR,26.9581,56.2719,93.07,75,4,6.46,clear sky
487,Bella Vista,US,36.4295,-94.2316,87.37,54,20,1.01,few clouds
488,Tiarei,PF,-17.5333,-149.3333,84.22,77,30,15.01,scattered clouds
489,Havoysund,NO,70.9963,24.6622,45.48,94,100,27.22,light rain
490,Lahat,ID,-3.8,103.5333,71.19,83,95,2.13,overcast clouds
491,Malko Tarnovo,BG,41.9833,27.5333,66.18,59,0,8.99,clear sky
492,Maumere,ID,-8.6199,122.2111,76.62,79,34,7.07,scattered clouds
493,Tel Aviv-Yafo,IL,32.0805,34.7805,80.78,73,20,5.75,few clouds
494,San Jeronimo,PE,-11.9472,-75.2829,52.39,64,77,5.79,broken clouds
495,Chicama,PE,-7.8447,-79.1469,64.94,75,16,7.54,few clouds
496,Motygino,RU,58.1831,94.7592,56.93,91,72,2.68,light rain
497,Nanzhou,CN,29.3596,112.4024,79.07,92,43,4.54,light rain
498,Talnakh,RU,69.4865,88.3972,56.43,62,100,6.82,overcast clouds
499,Storforshei,NO,66.4043,14.5233,50.67,99,100,10.51,overcast clouds
500,Bengkulu,ID,-3.8004,102.2655,73.74,86,43,4.79,scattered clouds
501,Novi Pazar,RS,43.1367,20.5122,54.55,90,0,4.09,clear sky
502,Santo Tomas,PH,14.1079,121.1414,78.39,93,100,10.87,moderate rain
503,Acapulco,MX,16.8634,-99.8901,86.65,72,38,6.69,scattered clouds
504,Palora,EC,-1.7,-77.9333,71.58,94,64,1.3,light rain
505,Chumikan,RU,54.7183,135.315,73.58,72,86,14.74,overcast clouds
506,Narasannapeta,IN,18.4167,84.05,78.24,88,100,9.86,moderate rain
507,Mount Isa,AU,-20.7333,139.5,60.57,39,49,9.22,scattered clouds
508,Russell,US,32.3502,-85.1999,82.8,89,90,8.05,overcast clouds
509,Nedjo,ET,9.5046,35.5019,57.09,97,100,0.94,overcast clouds
510,Akyab,MM,20.15,92.9,80.17,91,100,25.84,overcast clouds
511,Bandarbeyla,SO,9.4942,50.8122,78.53,76,44,24.45,scattered clouds
512,Minsk,BY,53.9,27.5667,55.15,68,4,8.39,clear sky
513,Rochegda,RU,62.8,43.25,43.74,65,44,2.84,scattered clouds
514,Nuuk,GL,64.1835,-51.7216,48.81,71,75,5.75,broken clouds
515,Holme,DK,56.1138,10.1725,58.57,90,6,6.42,clear sky
516,Santa Rosa,PH,14.3122,121.1114,79.92,93,100,14.43,moderate rain
517,Saint-Denis,FR,48.9167,2.3333,72.37,66,0,5.75,clear sky
518,Hualmay,PE,-11.0964,-77.6139,64.96,79,18,10.56,few clouds
519,Gidam,IN,18.9833,81.4,73.22,97,100,4.7,overcast clouds
520,Gruia,RO,44.2675,22.7047,64.09,71,0,6.69,clear sky
521,Valleyview,CA,55.0667,-117.2859,62.64,88,74,5.75,broken clouds
522,Progreso,MX,21.2833,-89.6667,84.79,74,12,18.25,few clouds
523,Bonnyville,CA,54.2668,-110.735,71.4,54,80,4.5,broken clouds
524,Rock Sound,BS,24.9,-76.2,82.9,76,44,8.25,scattered clouds
525,Ewa Beach,US,21.3156,-158.0072,80.69,70,75,13.0,broken clouds
526,Houston,US,29.7633,-95.3633,90.34,63,1,1.99,clear sky
527,Solwezi,ZM,-12.1688,26.3894,55.65,46,1,4.09,clear sky
528,Orbetello,IT,42.4408,11.2196,78.8,56,32,9.22,scattered clouds
529,Bubaque,GW,11.2833,-15.8333,81.01,81,100,12.1,overcast clouds
530,Nizwa,OM,22.9333,57.5333,88.05,55,51,2.26,broken clouds
531,Ucluelet,CA,48.9329,-125.5528,68.09,75,15,3.0,few clouds
532,Baruun-Urt,MN,46.6806,113.2792,76.37,58,100,10.42,overcast clouds
533,Uhlove,UA,44.8215,33.6045,73.56,74,93,12.64,overcast clouds
534,Pervomayskiy,RU,53.2485,40.2871,61.12,95,100,8.95,overcast clouds
535,Usinsk,RU,65.9939,57.5281,46.67,85,63,20.11,broken clouds
536,Diamantino,BR,-14.4086,-56.4461,74.82,28,0,3.2,clear sky
537,Kaka,TM,37.3482,59.6143,87.82,16,34,7.96,scattered clouds
538,Riyadh,SA,24.6877,46.7219,100.54,30,83,9.51,broken clouds
539,Luderitz,NA,-26.6481,15.1594,53.53,49,0,18.12,clear sky
540,Mahmudia,RO,45.0833,29.0833,62.8,84,82,19.62,broken clouds
541,Jurm,AF,36.8648,70.8342,63.54,47,46,1.68,scattered clouds
542,Bay Roberts,CA,47.5999,-53.2648,53.33,96,98,8.01,overcast clouds
543,Alamogordo,US,32.8995,-105.9603,88.95,40,20,8.01,few clouds
544,Harper,LR,4.375,-7.7169,76.26,81,33,6.04,scattered clouds
545,Ilhabela,BR,-23.7781,-45.3581,60.69,80,35,4.5,scattered clouds
546,Tafresh,IR,34.692,50.013,76.93,20,61,3.62,broken clouds
547,Meulaboh,ID,4.1363,96.1285,75.15,88,100,4.14,light rain
548,Aioi,JP,34.8036,134.4681,79.83,74,100,2.33,overcast clouds
549,Paralia,GR,38.2,21.7,79.3,71,0,1.14,clear sky
550,Fort Nelson,CA,58.8053,-122.7002,67.59,64,75,3.44,broken clouds
551,Ngunguru,NZ,-35.6167,174.5,65.16,74,97,11.97,overcast clouds
552,Ixtapa,MX,20.7,-105.2,87.22,80,98,5.01,overcast clouds
553,Praia Da Vitoria,PT,38.7333,-27.0667,70.05,73,40,13.33,scattered clouds
554,Shelburne,CA,44.0787,-80.2041,68.67,40,0,8.84,clear sky
555,Port-Gentil,GA,-0.7193,8.7815,75.2,78,46,13.0,scattered clouds
556,Akureyri,IS,65.6835,-18.0878,60.73,59,0,12.66,clear sky
557,Suez,EG,29.9737,32.5263,77.02,73,0,8.37,clear sky
558,Omboue,GA,-1.5746,9.2618,72.57,81,29,8.37,scattered clouds
559,Asau,RO,46.4333,26.4,60.28,87,98,5.5,overcast clouds
560,Barmer,IN,25.75,71.3833,81.1,81,17,15.3,few clouds
561,Simao,CN,22.7886,100.9748,65.53,100,99,1.12,overcast clouds
562,Ipixuna,BR,-1.7625,-48.8043,76.95,96,73,4.09,broken clouds
563,Koungou,YT,-12.7336,45.2042,69.51,88,0,4.61,clear sky
564,Aklavik,CA,68.2191,-135.0107,88.52,42,40,6.91,scattered clouds
565,Rantepao,ID,-2.9701,119.8978,66.78,98,100,1.28,overcast clouds
566,Napier,NZ,-39.4833,176.9167,64.27,60,57,3.0,broken clouds
567,Igrim,RU,63.1906,64.4162,52.16,92,7,6.62,clear sky
568,Limbang,MY,4.75,115.0,78.91,94,88,1.99,overcast clouds
569,Honiara,SB,-9.4333,159.95,84.11,71,26,3.94,scattered clouds
570,Peleduy,RU,59.6289,112.7406,69.15,64,33,1.25,scattered clouds
571,Mamlyutka,KZ,54.9375,68.5394,65.77,66,63,7.58,broken clouds
572,Zeya,RU,53.75,127.2667,76.06,76,98,0.87,overcast clouds
573,Portland,US,45.5234,-122.6762,80.2,43,75,1.99,broken clouds
574,Polyarnyy,RU,69.1989,33.4478,41.47,86,100,11.9,overcast clouds
575,Northam,GB,51.0333,-4.2167,71.47,75,59,4.29,broken clouds
576,Ushumun,RU,52.7833,126.5333,78.04,65,99,2.26,overcast clouds
577,Lompoc,US,34.6391,-120.4579,89.56,69,1,13.8,clear sky
578,Moree,AU,-29.4667,149.85,44.62,76,3,8.05,clear sky
579,Pervomayskoye,RU,43.919,46.7102,75.87,57,14,7.92,few clouds
580,North Platte,US,41.1239,-100.7654,90.99,41,1,11.99,clear sky
581,Kaeo,NZ,-35.1,173.7833,65.32,78,72,11.07,broken clouds
582,Boca Do Acre,BR,-8.7522,-67.3978,77.23,48,0,1.88,clear sky
583,Makakilo City,US,21.3469,-158.0858,79.29,72,90,4.61,overcast clouds
584,Guaruja,BR,-23.9931,-46.2564,72.16,26,2,1.99,clear sky
585,Atasu,KZ,48.6814,71.6433,65.03,54,1,12.73,clear sky
586,Amazar,RU,53.858,120.875,63.88,90,100,2.64,overcast clouds
587,Asadabad,IR,34.7824,48.1185,75.02,23,0,1.36,clear sky
588,Charleville-Mezieres,FR,49.7667,4.7167,64.08,89,0,5.95,clear sky
589,Aberdeen,GB,57.1437,-2.0981,62.49,99,90,5.75,overcast clouds
590,Whitehorse,CA,60.7161,-135.0538,77.77,33,75,6.91,broken clouds
591,Burla,IN,21.5,83.8667,77.0,95,100,7.02,overcast clouds
592,Nautla,MX,20.2167,-96.7833,85.71,68,45,12.97,scattered clouds
593,Valparaiso,CL,-33.0393,-71.6273,53.47,86,90,4.61,mist
594,Westport,US,41.1415,-73.3579,79.75,82,40,3.0,thunderstorm
595,Birao,CF,10.2849,22.7882,71.44,93,100,0.94,moderate rain
596,Port Hardy,CA,50.6996,-127.4199,55.58,94,75,3.44,light intensity shower rain
597,Mezen,RU,65.8522,44.24,43.38,85,85,5.88,overcast clouds
598,Bhanvad,IN,21.9264,69.7736,81.43,83,100,20.51,overcast clouds
599,Mayo,US,38.8876,-76.5119,85.73,70,75,3.0,haze
600,Panjab,AF,34.388,67.0233,49.01,49,2,5.26,clear sky
601,Kilindoni,TZ,-7.9139,39.6668,75.92,79,3,8.7,clear sky
602,Bilma,NE,18.6853,12.9164,95.11,26,64,7.83,broken clouds
603,Lata,PT,40.1629,-8.3327,62.92,95,24,3.85,few clouds
604,Kalengwa,ZM,-13.4659,25.0027,53.06,47,2,4.74,clear sky
605,Oranjemund,NA,-28.55,16.4333,51.55,64,1,9.35,clear sky
606,Prokopyevsk,RU,53.9059,86.719,55.76,92,2,3.87,clear sky
607,Marawi,PH,7.9986,124.2928,72.64,82,100,5.93,overcast clouds
608,Uniao,BR,-4.5858,-42.8642,82.42,40,46,0.78,scattered clouds
609,Beringovskiy,RU,63.05,179.3167,54.97,64,92,4.56,overcast clouds
610,Flin Flon,CA,54.7682,-101.865,76.84,65,90,4.61,smoke
611,Burgeo,CA,47.6167,-57.6152,64.49,88,67,6.55,broken clouds
612,Campoverde,PE,-8.4753,-74.8058,82.09,59,0,1.83,clear sky
613,Batemans Bay,AU,-35.7167,150.1833,47.91,56,9,3.94,clear sky
614,Lake City,US,30.1897,-82.6393,83.91,83,1,3.44,clear sky
615,Talcahuano,CL,-36.7167,-73.1167,51.48,93,90,0.0,overcast clouds
616,Shimoda,JP,34.6667,138.95,85.1,75,0,3.98,clear sky
617,Port Macquarie,AU,-31.4333,152.9167,54.9,55,5,6.98,clear sky
618,Erenhot,CN,43.6475,111.9767,77.83,53,57,14.65,broken clouds
619,The Valley,AI,18.217,-63.0578,82.81,78,20,13.8,few clouds
620,Leshukonskoye,RU,64.8989,45.7622,41.43,84,53,4.88,broken clouds
621,Armizonskoye,RU,55.9461,67.6736,61.7,83,75,7.61,broken clouds
622,Tucuman,AR,-26.8241,-65.2226,69.8,37,0,0.0,clear sky
623,Priargunsk,RU,50.3691,119.1012,74.1,85,56,7.36,broken clouds
624,Santa Cruz Del Sur,CU,20.7147,-77.9956,84.42,74,0,9.48,light rain
625,Thinadhoo,MV,0.5333,72.9333,81.37,75,100,6.96,overcast clouds
626,San Andres,CO,12.5847,-81.7006,82.29,82,95,25.03,overcast clouds
627,Argir,FO,61.9959,-6.7715,52.77,95,0,12.44,clear sky
628,Mackenzie,CA,55.2999,-123.1698,57.42,82,90,11.5,overcast clouds
629,Bathsheba,BB,13.2167,-59.5167,83.01,78,40,14.97,scattered clouds
630,Colquechaca,BO,-18.6667,-66.0167,35.71,53,86,5.44,overcast clouds
631,Plymouth,US,41.8334,-70.8328,80.42,73,20,5.75,few clouds
632,Umm Kaddadah,SD,13.6017,26.6876,72.66,81,100,16.55,overcast clouds
633,Bondo,CD,3.8146,23.6866,70.39,89,100,1.83,overcast clouds
634,Ndele,CF,8.4109,20.6473,69.87,94,100,2.04,light rain
635,Talaya,RU,61.3833,152.75,63.68,75,100,5.39,overcast clouds
636,Marzuq,YE,14.4,46.4667,74.08,67,33,5.32,scattered clouds
637,Xining,CN,36.6167,101.7667,60.64,71,91,2.89,overcast clouds
638,Inverell,AU,-29.7833,151.1167,46.67,62,41,1.99,scattered clouds
639,Zavodouspenskoye,RU,56.8626,65.0155,66.42,97,42,3.49,scattered clouds
640,Manubul,PH,5.4732,120.7986,83.71,78,99,16.06,overcast clouds
641,Guerrero Negro,MX,27.9769,-114.0611,75.42,69,100,18.5,overcast clouds
642,Qasigiannguit,GL,68.8193,-51.1922,48.45,85,88,3.69,overcast clouds
643,Kashi,CN,39.4547,75.9797,61.81,94,100,2.24,mist
644,Faya,SA,18.3851,42.4509,62.71,83,85,10.89,overcast clouds
645,Grand-Lahou,CI,5.1367,-5.0242,75.4,85,55,6.6,broken clouds
646,Parrita,CR,9.5201,-84.3225,87.57,79,98,3.38,overcast clouds
647,Nova Kakhovka,UA,46.7545,33.3486,73.33,90,7,12.75,clear sky
648,Nyurba,RU,63.2842,118.3319,63.37,91,97,6.49,light rain
649,Fougamou,GA,-1.2154,10.5838,71.91,83,48,3.31,scattered clouds
650,Taltal,CL,-25.4,-70.4833,59.25,70,35,6.87,scattered clouds
651,Barra Do Bugres,BR,-15.0725,-57.1811,74.52,27,1,3.15,clear sky
652,State College,US,40.7934,-77.86,76.41,64,40,1.01,scattered clouds
653,Tymovskoye,RU,50.8456,142.655,67.19,83,89,7.36,overcast clouds
654,Yumen,CN,40.2833,97.2,73.26,54,99,9.08,overcast clouds
655,Okha,RU,53.5739,142.9478,69.49,85,52,9.78,broken clouds
656,Ciamis,ID,-7.3257,108.3534,73.76,95,96,1.52,overcast clouds
657,Jizan,SA,17.3333,42.6667,79.74,70,95,4.12,overcast clouds
658,Sechura,PE,-5.5569,-80.8222,70.41,69,8,18.34,clear sky
659,San Juan,AR,-31.5375,-68.5364,58.6,24,60,6.53,broken clouds
660,Pemba,MZ,-12.974,40.5178,74.57,80,0,7.34,clear sky
661,Guamal,CO,9.1433,-74.2238,90.45,47,60,2.93,broken clouds
662,Kangaatsiaq,GL,68.3065,-53.4641,41.56,88,100,7.11,overcast clouds
663,Marsh Harbour,BS,26.5412,-77.0636,84.0,72,96,3.83,light rain
664,Zabid,YE,14.1951,43.3152,83.52,62,100,11.16,overcast clouds
665,Tupik,RU,54.4253,119.9327,59.94,94,100,0.87,overcast clouds
666,Udachnyy,RU,66.4167,112.4,63.55,75,68,8.25,broken clouds
667,Coos Bay,US,43.3665,-124.2179,79.86,66,1,26.46,clear sky
668,Kununurra,AU,-15.7667,128.7333,60.78,72,29,1.14,scattered clouds
669,Sumenep,ID,-7.0167,113.8667,78.37,78,63,7.31,broken clouds
670,Kingman,US,35.1894,-114.053,99.88,27,71,9.84,broken clouds
671,Mitchell,US,43.7094,-98.0298,87.78,48,1,11.99,clear sky
672,Taft,IR,31.7471,54.2088,75.15,17,0,2.3,clear sky
673,Bergerac,FR,44.8333,0.5,74.77,100,0,0.0,clear sky
674,Sao Jose De Ribamar,BR,-2.5619,-44.0542,80.98,83,62,7.56,light rain
675,Polunochnoye,RU,60.8697,60.4153,55.6,75,96,3.38,overcast clouds
676,Shieli,KZ,44.1667,66.75,77.99,35,0,8.66,clear sky
677,Sawakin,SD,19.1059,37.3321,88.61,57,69,20.87,broken clouds
678,Krasnoturansk,RU,54.3186,91.5639,57.99,90,62,1.74,broken clouds
679,Saryagash,KZ,41.4511,69.1701,75.16,28,0,5.82,clear sky
680,Barcelos,PT,41.5388,-8.6151,68.29,96,13,2.57,few clouds
681,Waingapu,ID,-9.6567,120.2641,73.98,79,88,6.98,overcast clouds
682,Nsanje,MW,-16.92,35.262,68.5,81,24,2.19,few clouds
683,Maceio,BR,-9.6658,-35.7353,71.04,100,90,4.61,overcast clouds
684,Ariogala,LT,55.2667,23.4667,57.11,84,0,4.81,clear sky
685,Andenes,NO,69.3143,16.1194,48.18,93,75,14.97,mist
686,Yanam,IN,16.7333,82.2167,74.68,91,100,13.09,overcast clouds
687,Puri,IN,19.8,85.85,84.38,78,100,10.76,overcast clouds
688,Hambantota,LK,6.1241,81.1185,80.06,79,100,19.48,light rain
689,Saint-Joseph,RE,-21.3667,55.6167,70.18,72,56,14.63,broken clouds
690,Fairbanks,US,64.8378,-147.7164,78.1,45,75,4.61,broken clouds
691,Kiama,AU,-34.6833,150.8667,52.57,68,3,1.01,clear sky
692,Hamilton,US,39.1834,-84.5333,80.89,64,20,1.01,few clouds
693,Morondava,MG,-20.2833,44.2833,71.47,77,7,11.16,clear sky
694,Araouane,ML,18.9048,-3.5265,98.89,27,87,15.08,overcast clouds
695,Kayerkan,RU,69.3497,87.7602,55.96,55,100,6.85,overcast clouds
696,Akalkot,IN,17.5333,76.2167,71.49,92,100,20.78,very heavy rain
697,Sagua La Grande,CU,22.8067,-80.0756,88.79,70,12,12.75,few clouds
