City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
601,Hamilton,US,74.73,broken clouds,39.1834,-84.5333,Six Acres Bed & Breakfast
603,Muskogee,US,74.97,clear sky,35.5834,-95.3336,
604,Terrace,CA,55.42,overcast clouds,54.5163,-128.6035,Northern Motor Inn
605,Chilca,PE,61.84,overcast clouds,-12.5211,-76.7372,Playa Punta Yaya - Las Salinas
606,Erdenet,MN,53.94,overcast clouds,49.0333,104.0833,Erdenet hotel
607,Genhe,CN,69.76,few clouds,50.7833,121.5167,Companionship Hotel
608,Farafangana,MG,71.51,clear sky,-22.8167,47.8333,Miarina
609,Vallenar,CL,70.57,scattered clouds,-28.5708,-70.7581,Humacao Bed & Breakfast
611,Tsuruoka,JP,74.95,few clouds,38.7217,139.8217,Hotel Route-Inn Tsuruoka Inter
617,Oksfjord,NO,51.87,overcast clouds,70.2396,22.3479,
619,Suntar,RU,65.46,broken clouds,62.1444,117.6319,Дом у Мамы
620,Alekseyevsk,RU,68.22,scattered clouds,57.8406,108.3492,
621,Darjiu,RO,68.36,broken clouds,46.2,25.2,
624,Plettenberg Bay,ZA,51.98,light rain,-34.0527,23.3716,Thanda Vista B&B
626,Smoky Lake,CA,59.49,overcast clouds,54.1169,-112.4686,Country Garden Hotel
627,Zyryanovsk,KZ,72.32,clear sky,49.7386,84.2719,Гостиница «ЭВЕРЕСТ»
628,Udachnyy,RU,60.82,light rain,66.4167,112.4,Severnoye Siyaniye
630,Bima,ID,74.17,overcast clouds,-8.4667,118.7167,Lambitu Hotel
636,Petropavlovsk-Kamchatskiy,RU,54.54,few clouds,53.0452,158.6483,The Hotel Petropavlovsky
637,Macas,EC,69.73,broken clouds,-2.3167,-78.1167,Casa Upano
638,Xining,CN,68.36,overcast clouds,36.6167,101.7667,Super Leisure Hotel
644,Saint-Augustin,CA,63.57,overcast clouds,51.226,-58.6502,
653,Burnie,AU,47.59,scattered clouds,-41.0667,145.9167,Beachfront Voyager Motor Inn
655,Kommunisticheskiy,RU,62.2,overcast clouds,61.6789,64.4819,
656,Traverse City,US,68.83,clear sky,44.7631,-85.6206,Bayshore Resort
661,Praia Da Vitoria,PT,74.75,few clouds,38.7333,-27.0667,Hotel Branco I
664,College,US,61.59,overcast clouds,64.8569,-147.8028,Pike's Waterfront Lodge
665,Veinticinco De Mayo,AR,54.05,broken clouds,-35.4323,-60.1727,Estancia La Rosada
666,Ruidoso,US,66.76,clear sky,33.3317,-105.673,Inn of the Mountain Gods
668,San Quintin,MX,69.22,overcast clouds,30.4833,-115.95,Don Eddie's Sport Fishing Center
671,Linxia,CN,68.58,few clouds,35.6003,103.2064,GreenTree Inn Linxia Autonomous Prefecture Linxia Oxford River Avenue Express Hotel
672,Wladyslawowo,PL,74.77,broken clouds,54.7909,18.4009,Gwiazda Morza Resort SPA&SPORT
674,Thisted,DK,71.19,clear sky,56.9552,8.6949,Hotel Limfjorden
675,Zapolyarnyy,RU,51.08,overcast clouds,69.4154,30.8136,Pechenga
676,Tynda,RU,61.0,overcast clouds,55.1667,124.7167,Medis
678,Naranjito,EC,74.43,broken clouds,-2.2167,-79.4833,canton marcelino maridueña
679,Matagami,CA,60.87,clear sky,49.7502,-77.6328,Hôtel Matagami
