City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
466,Mangrol,IN,82.47,overcast clouds,21.1167,70.1167,Hotel The Royal Honours
473,Kutum,SD,75.02,overcast clouds,14.2,24.6667,Dibbo areaمنطقة دبو
474,Kahului,US,85.26,scattered clouds,20.8947,-156.47,Maui Seaside Hotel
475,Celendin,PE,61.32,scattered clouds,-6.8703,-78.1517,Villa Madrid
478,Tierralta,CO,83.01,broken clouds,8.1736,-76.0592,Hotel La Marqueza
479,Oskarshamn,SE,65.8,scattered clouds,57.2645,16.4484,Best Western Hotel Corallen
480,Nichinan,JP,81.55,overcast clouds,31.6,131.3667,Guest House Aki
482,Cheyenne,US,82.94,clear sky,41.14,-104.8203,The Historic Plains Hotel & Restaurant
483,Sinnamary,GF,79.66,few clouds,5.3833,-52.95,ALETHEIA Appartement Sinnamary
485,Sadat,IN,83.73,overcast clouds,25.6833,83.2833,Tuntun Niwas
487,Bella Vista,US,87.37,few clouds,36.4295,-94.2316,The Inn at Bella Vista
488,Tiarei,PF,84.22,scattered clouds,-17.5333,-149.3333,Le Rocher de Tahiti
490,Lahat,ID,71.19,overcast clouds,-3.8,103.5333,Hotel Grand Zuri Lahat by ZHM
491,Malko Tarnovo,BG,66.18,clear sky,41.9833,27.5333,Villa Malko Tarnovo
492,Maumere,ID,76.62,scattered clouds,-8.6199,122.2111,Sylvia Hotel
493,Tel Aviv-Yafo,IL,80.78,few clouds,32.0805,34.7805,Ben Yehuda Apartments
495,Chicama,PE,64.94,few clouds,-7.8447,-79.1469,Balihai Bungalows
497,Nanzhou,CN,79.07,light rain,29.3596,112.4024,兴禹国际大酒店
500,Bengkulu,ID,73.74,scattered clouds,-3.8004,102.2655,Grage Hotel Bengkulu
502,Santo Tomas,PH,78.39,moderate rain,14.1079,121.1414,Microtel by Wyndham Batangas
503,Acapulco,MX,86.65,scattered clouds,16.8634,-99.8901,HS Hotsson Smart Acapulco
